playerID,B_G,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_G,PI_CG,PI_SV,PI_H,PI_ER,PI_HR,PI_BB,PI_SO,PI_ERA,PI_R,FI_G,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,MAX_SAL,MAX_SAL_YEAR,inducted
hansegr01,106,0,0,0,0,0,0,0,4,4,106,0,3,159,85,25,49,98,26.67,90,106,0,413,10,0,1,NULL,230000,1999,NULL
haydeja01,147,60,145,14,33,11,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146,95,3891,18,18,1,NULL,NULL,NULL,NULL
heismcr01,11,1,6,0,0,0,0,0,2,5,11,5,0,71,33,3,28,23,16.82,44,11,0,189,12,0,0,NULL,NULL,NULL,NULL
howarde01,536,199,482,54,193,67,0,0,0,0,1,0,0,4,0,1,1,0,0,7,499,478,12795,305,96,126,NULL,NULL,NULL,NULL
jacksry02,42,2,2,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,8,323,29,2,2,NULL,490000,2013,NULL
johnsad01,9,0,0,0,0,0,0,0,1,3,9,0,0,40,30,7,14,17,55.53,33,9,4,79,3,0,0,NULL,NULL,NULL,NULL
johnsjo05,62,2,4,1,3,0,0,0,20,18,62,3,0,367,163,30,99,149,18.09,185,62,58,982,44,3,2,NULL,157500,1988,NULL
johnsot01,71,21,49,9,36,12,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,0,0,177,31,23,NULL,NULL,NULL,NULL
johnsro06,8,3,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,0,27,0,1,0,NULL,300000,2003,NULL
jones03,1,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,36,4,0,0,NULL,NULL,NULL,NULL
jonesja04,1302,632,1272,255,630,82,45,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1197,1116,29606,67,40,9,NULL,6333333,2008,NULL
